Movie_Title,Year,Director,Rating,Runtime,Censor,Total_Gross,main_genre
Two Lovers,2018,Steven Caple Jr.,7.1,130,UA,$115.72M,Drama
Thappad,2018,Debra Granik,7.1,109,PG,$6.05M,Adventure
Happy-Go-Lucky,2015,Andrew Haigh,7.1,95,R,$4.25M,Drama
A Serious Man,2015,Yorgos Lanthimos,7.1,119,R,$8.70M,Drama
Rabbit Hole,2014,Morgan Matthews,7.1,111,PG-13,$0.14M,Drama
Suite Française,2015,Thomas Vinterberg,7.1,119,PG-13,$12.23M,Drama
The Kids Are All Right,2013,Steven Knight,7.1,85,R,$1.36M,Drama
Marley & Me,2015,Nancy Meyers,7.1,121,UA,$75.76M,Comedy
We Are Marshall,2013,Jordan Vogt-Roberts,7.1,95,R,$1.29M,Adventure
Angel-A,2013,James Ponsoldt,7.1,95,A,$6.85M,Drama
Waitress,2011,Roman Polanski,7.1,80,R,$2.55M,Comedy
P.S. I Love You,2011,J.C. Chandor,7.1,107,18,$5.35M,Drama
Hard Candy,2011,Tom McCarthy,7.1,106,R,$10.18M,Comedy
The Merchant of Venice,2010,Xavier Dolan,7.1,101,B,$0.06M,Drama
Coffee and Cigarettes,2012,Paul Thomas Anderson,7.1,138,A,$16.38M,Drama
An Unfinished Life,2011,Lars von Trier,7.1,135,U,$3.03M,Drama
If Only,2010,Guillaume Canet,7.1,154,B,$0.21M,Comedy
The Quiet American,2010,Allen Coulter,7.1,113,16,$19.07M,Drama
Mohabbatein,2011,Cameron Crowe,7.1,124,PG,$75.62M,Comedy
Tigerland,2010,Mark Romanek,7.1,103,R,$2.43M,Drama
Ever After,2021,Pedro Almodóvar,7.1,123,R,$340.23M,Drama
Kids,2022,Ajay Devgn,7.1,145,UA,$340.23M,Drama
Grumpy Old Men,2011,George Clooney,7.1,101,A,$40.96M,Drama
My Own Private Idaho,2020,Regina King,7.1,114,18,$340.23M,Drama
Parenthood,2020,Matthijs van Heijningen Jr.,7.1,124,18,$340.23M,Drama
Some Kind of Wonderful,2008,Adam Brooks,7.1,112,UA,$31.97M,Comedy
Dirty Dancing,2010,"Directors:Anna Boden, Ryan Fleck",7.1,101,16,$6.35M,Comedy
The Color of Money,2008,Nicholas Stoller,7.1,111,UA,$63.17M,Comedy
An Officer and a Gentleman,2009,Oren Moverman,7.1,113,R,$0.07M,Drama
The Way We Were,2009,Kirk Jones,7.1,100,PG-13,$8.86M,Adventure
The Half of It,2007,Tamara Jenkins,7.1,114,R,$6.61M,Comedy
Climax,2009,Jim Sheridan,7.1,105,UA,$28.50M,Drama
Blinded by the Light,2009,Park Chan-wook,7.1,134,R,$0.30M,Drama
Last Flag Flying,2008,Woody Allen,7.1,96,A,$23.22M,Comedy
Sorry to Bother You,2007,Susanne Bier,7.1,118,R,$3.29M,Drama
The Meyerowitz Stories (New and Selected),2006,Bong Joon Ho,7.1,120,UA,$2.20M,Drama
Swiss Army Man,2006,Ryan Fleck,7.1,106,A,$2.69M,Drama
Finch,2006,Sean Ellis,7.1,102,A,$0.02M,Comedy
Crazy Rich Asians,2009,Robert Schwentke,7.1,107,A,$63.41M,Comedy
Camp X-Ray,2004,Shainee Gabel,7.1,119,R,$0.16M,Drama
2 States,2003,Bernardo Bertolucci,7.1,115,A,$2.53M,Drama
A Girl Walks Home Alone at Night,2001,Marc Forster,7.1,111,UA,$31.25M,Drama
Labor Day,2002,Peter Kosminsky,7.1,109,UA,$16.35M,Drama
Nymphomaniac: Vol. I,2002,"Directors:Chris Weitz, Paul Weitz",7.1,101,U,$41.39M,Comedy
Safety Not Guaranteed,2001,Julio Medem,7.1,128,A,$1.49M,Drama
Trolljegeren,2001,Henry Bean,7.1,98,R,$0.41M,Drama
Hector and the Search for Happiness,1997,Barry Levinson,7.1,97,R,$43.02M,Comedy
Frank,1996,Ted Demme,7.1,112,R,$10.60M,Comedy
Another Earth,1994,Mike Newell,7.1,117,A,$52.70M,Comedy
Hesher,1993,Chris Columbus,7.1,125,U,$219.20M,Comedy
World's Greatest Dad,1993,Jeremiah S. Chechik,7.1,98,UA,$23.20M,Comedy
Whip It,1990,Jerry Zucker,7.1,127,A,$217.63M,Drama
The Wackness,1987,Norman Jewison,7.1,102,UA,$80.64M,Comedy
Water for Elephants,1984,Michael Radford,7.1,113,A,$8.40M,Drama
Ma Rainey's Black Bottom,1983,Lawrence Kasdan,7.1,105,U,$56.20M,Comedy
Black Snake Moan,1982,George Roy Hill,7.1,136,B,$29.71M,Comedy
The Devil Wears Prada,1982,Amy Heckerling,7.1,90,UA,$27.09M,Comedy
Charlie Bartlett,1970,Mike Nichols,7.1,122,A,$24.91M,Comedy
A Good Year,2016,Julia Ducournau,7,99,A,$0.51M,Drama
Syriana,2015,David Wnendt,7,116,B,$340.23M,Comedy
Calendar Girls,2018,Susan Johnson,7,99,13,$340.23M,Comedy
The Cooler,2016,Andrea Arnold,7,163,R,$0.66M,Adventure
Igby Goes Down,2014,Josh Lawson,7,96,B,$0.02M,Comedy
Secretary,2014,Charlie McDowell,7,91,R,$0.51M,Comedy
The Majestic,2015,Gabriele Muccino,7,116,A,$340.23M,Drama
Shadow of the Vampire,2013,Nicole Holofcener,7,93,PG-13,$17.54M,Comedy
Bicentennial Man,2013,Mohit Suri,7,132,U,$340.23M,Drama
Any Given Sunday,2012,Leos Carax,7,115,B,$340.23M,Drama
He Got Game,2017,Neil Burger,7,126,PG-13,$108.25M,Comedy
What Dreams May Come,2012,Ol Parker,7,103,PG-13,$340.23M,Drama
Velvet Goldmine,2012,Alex Kurtzman,7,114,PG-13,$12.41M,Comedy
That Thing You Do!,2011,Lone Scherfig,7,107,A,$13.84M,Drama
Fly Away Home,2011,David Mackenzie,7,92,R,$0.00M,Drama
Babe,2016,Morten Tyldum,7,116,UA,$100.01M,Drama
Homeward Bound: The Incredible Journey,2010,Will Gluck,7,92,A,$58.40M,Comedy
Naked Lunch,2009,Sam Mendes,7,98,R,$9.45M,Adventure
My Girl,2015,Jean-Marc Vallée,7,101,16,$1.98M,Comedy
Scrooged,2020,Kornél Mundruczó,7,126,18,$340.23M,Drama
Beaches,2008,James Gray,7,110,R,$3.15M,Drama
Fatal Attraction,2020,Anubhav Sinha,7,142,U,$340.23M,Drama
Ladyhawke,2008,Mike Leigh,7,118,R,$3.49M,Comedy
Ultimo tango a Parigi,2009,"Directors:Ethan Coen, Joel Coen",7,106,R,$9.19M,Drama
Play Misty for Me,2010,John Cameron Mitchell,7,91,PG-13,$2.23M,Drama
Love Story,2014,Saul Dibb,7,107,B,$340.23M,Drama
Arctic,2010,Lisa Cholodenko,7,106,R,$20.81M,Comedy
A Ghost Story,2008,David Frankel,7,111,UA,$143.15M,Comedy
Calibre,2006,McG,7,131,U,$43.55M,Drama
Wildlife,2005,Luc Besson,7,91,R,$0.20M,Comedy
To the Bone,2007,Adrienne Shelly,7,108,PG-13,$19.07M,Comedy
Under the Shadow,2007,Richard LaGravenese,7,126,A,$53.70M,Comedy
The Diary of a Teenage Girl,2005,David Slade,7,104,A,$1.01M,Drama
Man Up,2004,Michael Radford,7,131,R,$3.77M,Drama
Draft Day,2003,Jim Jarmusch,7,95,UA,$1.97M,Comedy
Trouble with the Curve,2005,Lasse Hallström,7,108,PG-13,$8.59M,Drama
The First Time,2004,Gil Junger,7,92,PG-13,$340.23M,Comedy
Stoker,2002,Phillip Noyce,7,101,U,$12.99M,Drama
The Vow,2000,Aditya Chopra,7,216,U,$340.23M,Musical
Contagion,2000,Joel Schumacher,7,101,A,$0.14M,Drama
The Skeleton Twins,1998,Andy Tennant,7,121,U,$65.71M,Comedy
Anonymous,1995,Larry Clark,7,91,A,$7.42M,Drama
Goon,1993,Donald Petrie,7,103,UA,$70.17M,Comedy
Salmon Fishing in the Yemen,1991,Gus Van Sant,7,104,R,$6.40M,Drama
The Debt,1989,Ron Howard,7,124,A,$100.05M,Comedy
Adventureland,1987,Howard Deutch,7,95,B,$18.55M,Drama
Sunshine Cleaning,1987,Emile Ardolino,7,100,U,$0.62M,Drama
Rendition,1986,Martin Scorsese,7,119,A,$52.29M,Drama
Dan in Real Life,1982,Taylor Hackford,7,124,A,$129.80M,Drama
The Tree of Life,1973,Sydney Pollack,7,118,U,$340.23M,Drama
The Hunting Party,2020,Alice Wu,6.9,104,13,$340.23M,Comedy
Before We Go,2018,Gaspar Noé,6.9,97,A,$0.80M,Drama
The Lake House,2019,Gurinder Chadha,6.9,118,PG-13,$11.90M,Comedy
Primer,2017,Richard Linklater,6.9,125,R,$0.97M,Comedy
50 First Dates,2018,Boots Riley,6.9,112,UA 16+,$17.49M,Comedy
Thirteen,2017,Noah Baumbach,6.9,112,B,$340.23M,Comedy
Rent,2016,"Directors:Dan Kwan, Daniel Scheinert",6.9,97,R,$4.21M,Comedy
One Hour Photo,2021,Miguel Sapochnik,6.9,115,UA 13+,$340.23M,Adventure
The Family Man,2018,Jon M. Chu,6.9,120,UA,$174.53M,Comedy
Ginger Snaps,2014,Peter Sattler,6.9,117,R,$0.01M,Drama
Bringing Out the Dead,2014,Abhishek Varman,6.9,149,UA,$2.22M,Comedy
Idioterne,2014,Ana Lily Amirpour,6.9,101,B,$340.23M,Drama
Cruel Intentions,2013,Jason Reitman,6.9,111,UA 16+,$13.36M,Drama
Stepmom,2013,Lars von Trier,6.9,117,B,$0.79M,Drama
Great Expectations,2012,Colin Trevorrow,6.9,86,R,$4.01M,Adventure
Bulworth,2010,André _vredal,6.9,103,PG-13,$0.25M,Drama
The Ghost and the Darkness,2015,Kenneth Branagh,6.9,105,U,$201.15M,Adventure
The American President,2014,Peter Chelsom,6.9,120,R,$1.12M,Adventure
Sleepless in Seattle,2014,Lenny Abrahamson,6.9,95,R,$0.64M,Comedy
Working Girl,2011,Mike Cahill,6.9,92,PG-13,$1.32M,Drama
Heartbreak Ridge,2010,Spencer Susser,6.9,106,R,$0.38M,Drama
Rocky IV,2009,Bobcat Goldthwait,6.9,99,R,$0.22M,Comedy
Rocky III,2009,Drew Barrymore,6.9,111,PG-13,$13.04M,Drama
Saturday Night Fever,2008,Jonathan Levine,6.9,99,R,$2.08M,Comedy
Emma.,2011,Francis Lawrence,6.9,122,A,$58.71M,Drama
Three Thousand Years of Longing,2020,George C. Wolfe,6.9,94,16,$340.23M,Drama
The Lost Daughter,2006,Craig Brewer,6.9,116,R,$9.40M,Drama
The Call of the Wild,2006,David Frankel,6.9,109,UA,$124.74M,Comedy
The Professor,2007,Jon Poll,6.9,97,R,$3.95M,Comedy
Hillbilly Elegy,2006,Ridley Scott,6.9,117,UA,$7.46M,Comedy
Moxie,2005,Stephen Gaghan,6.9,128,UA,$50.82M,Drama
Collateral Beauty,2003,Nigel Cole,6.9,108,PG-13,$31.04M,Comedy
Purple Hearts,2003,Wayne Kramer,6.9,101,R,$8.24M,Drama
Popstar: Never Stop Never Stopping,2002,Burr Steers,6.9,98,R,$4.68M,Comedy
The Tender Bar,2002,Steven Shainberg,6.9,107,A,$4.06M,Comedy
Obvious Child,2001,Frank Darabont,6.9,152,UA,$27.81M,Drama
Mistress America,2002,John Lee Hancock,6.9,127,B,$75.60M,Drama
Jeune et jolie,2000,E. Elias Merhige,6.9,92,R,$8.29M,Drama
Clouds of Sils Maria,1999,Chris Columbus,6.9,132,UA,$58.22M,Drama
Jab Tak Hai Jaan,1999,Oliver Stone,6.9,162,A,$75.53M,Drama
Miss Peregrine's Home for Peculiar Children,1998,Spike Lee,6.9,136,R,$21.55M,Drama
Liberal Arts,1998,Vincent Ward,6.9,113,PG-13,$55.49M,Drama
Your Sister's Sister,1998,Todd Haynes,6.9,118,R,$1.05M,Drama
Killer Joe,1996,Tom Hanks,6.9,108,U,$25.81M,Comedy
The Hunter,1996,Carroll Ballard,6.9,107,U,$24.51M,Adventure
Happythankyoumoreplease,1995,Chris Noonan,6.9,91,U,$66.60M,Comedy
This Must Be the Place,1993,Duwayne Dunham,6.9,84,U,$41.83M,Adventure
If I Stay,1991,David Cronenberg,6.9,115,B,$2.54M,Drama
Seeking a Friend for the End of the World,1991,Howard Zieff,6.9,102,U,$59.85M,Comedy
The Company Men,1988,Richard Donner,6.9,101,UA,$60.33M,Comedy
Rachel Getting Married,1988,Garry Marshall,6.9,123,UA,$57.04M,Comedy
The Proposal,1987,Adrian Lyne,6.9,119,A,$156.65M,Drama
Ghost Town,1985,Richard Donner,6.9,121,U,$18.43M,Adventure
The Jane Austen Book Club,1972,Bernardo Bertolucci,6.9,129,A,$36.14M,Drama
2 Days in Paris,1971,Clint Eastwood,6.9,102,A,$11.80M,Drama
Love & Other Drugs,1970,Arthur Hiller,6.9,100,U,$106.40M,Drama
Fido,2018,Joe Penna,6.8,98,PG-13,$2.41M,Adventure
Hairspray,2017,David Lowery,6.8,92,R,$1.60M,Drama
Just Like Heaven,2018,Matt Palmer,6.8,101,B,$340.23M,Drama
Imagine Me & You,2018,Paul Dano,6.8,105,PG-13,$1.03M,Drama
The Exorcism of Emily Rose,2017,Marti Noxon,6.8,107,B,$340.23M,Drama
Where the Wild Things Are,2016,Babak Anvari,6.8,84,PG-13,$0.03M,Drama
Goal!,2015,Marielle Heller,6.8,102,All,$1.48M,Comedy
Something's Gotta Give,2015,Ben Palmer,6.8,88,R,$340.23M,Comedy
Saved!,2014,Ivan Reitman,6.8,110,PG-13,$28.83M,Drama
Under the Tuscan Sun,2012,Robert Lorenz,6.8,111,UA,$35.76M,Drama
Bend It Like Beckham,2012,Jonathan Kasdan,6.8,95,PG-13,$0.02M,Comedy
Unfaithful,2013,Park Chan-wook,6.8,99,R,$1.70M,Drama
Bridget Jones's Diary,2012,Michael Sucsy,6.8,104,UA,$125.01M,Drama
Sweet November,2011,Steven Soderbergh,6.8,106,U,$75.66M,Drama
Where the Heart Is,2014,Craig Johnson,6.8,93,R,$5.28M,Comedy
But I'm a Cheerleader,2011,Roland Emmerich,6.8,130,PG-13,$4.46M,Drama
The Legend of Bagger Vance,2011,Michael Dowse,6.8,92,R,$4.17M,Comedy
"Mystery, Alaska",2011,Lasse Hallström,6.8,107,UA,$9.03M,Comedy
You've Got Mail,2010,John Madden,6.8,113,18,$31.18M,Drama
Blast from the Past,2009,Greg Mottola,6.8,107,UA,$16.03M,Comedy
The Shipping News,2008,Christine Jeffs,6.8,91,U,$12.06M,Comedy
City of Angels,2007,Gavin Hood,6.8,122,R,$9.74M,Drama
Sliding Doors,2007,Peter Hedges,6.8,98,U,$47.64M,Comedy
Primary Colors,2011,Terrence Malick,6.8,139,UA,$13.30M,Drama
Romeo + Juliet,2007,Richard Shepard,6.8,101,R,$0.97M,Adventure
Marvin's Room,2014,Chris Evans,6.8,95,UA,$0.04M,Comedy
While You Were Sleeping,2006,Alejandro Agresti,6.8,99,PG,$52.33M,Drama
A Walk in the Clouds,2004,Shane Carruth,6.8,77,PG-13,$0.42M,Drama
Now and Then,2004,Peter Segal,6.8,99,UA,$120.91M,Comedy
Empire Records,2003,Catherine Hardwicke,6.8,100,15+,$4.60M,Drama
Don Juan DeMarco,2005,Chris Columbus,6.8,135,A,$29.08M,Drama
The Man Without a Face,2002,Mark Romanek,6.8,96,R,$31.60M,Drama
Singles,2000,Brett Ratner,6.8,125,PG-13,$75.79M,Comedy
The Hand That Rocks the Cradle,2000,John Fawcett,6.8,108,A,$0.00M,Drama
Cronos,1999,Martin Scorsese,6.8,121,R,$16.64M,Drama
Regarding Henry,1998,Lars von Trier,6.8,117,R,$0.01M,Comedy
L.A. Story,1999,Roger Kumble,6.8,97,UA,$38.33M,Drama
Frankie and Johnny,1998,Chris Columbus,6.8,125,U,$91.14M,Comedy
Mermaids,1997,Adrian Lyne,6.8,137,All,$1.40M,Drama
Can't Buy Me Love,1998,Alfonso Cuarón,6.8,111,A,$26.33M,Drama
Pretty in Pink,1998,Warren Beatty,6.8,108,A,$26.53M,Comedy
Cocoon,1996,Stephen Hopkins,6.8,110,A,$38.62M,Adventure
THX 1138,1995,Rob Reiner,6.8,114,U,$65.00M,Comedy
The Green Knight,1993,Nora Ephron,6.8,105,U,$126.53M,Comedy
Happiest Season,1988,Mike Nichols,6.8,113,UA,$64.00M,Comedy
I'm Thinking of Ending Things,1986,Clint Eastwood,6.8,130,A,$42.72M,Drama
Glass,1985,Sylvester Stallone,6.8,91,U,$127.87M,Drama
Disobedience,1982,Sylvester Stallone,6.8,99,U,$125.05M,Drama
Ingrid Goes West,1977,John Badham,6.8,118,U,$94.21M,Drama
Midnight Sun,2020,Autumn de Wilde,6.7,124,UA 13+,$340.23M,Comedy
Fatherhood,2022,George Miller,6.7,108,A,$340.23M,Drama
Café Society,2021,Maggie Gyllenhaal,6.7,121,18,$340.23M,Drama
Max,2020,Gavin O'Connor,6.7,108,R,$340.23M,Drama
"Men, Women & Children",2020,Chris Sanders,6.7,100,PG,$62.34M,Adventure
Wish I Was Here,2018,Wayne Roberts,6.7,90,18,$340.23M,Comedy
Burnt,2020,Ron Howard,6.7,116,18,$340.23M,Drama
Nymphomaniac: Vol. II,2021,Amy Poehler,6.7,111,13,$340.23M,Comedy
Bad Words,2016,David Frankel,6.7,97,PG-13,$31.02M,Drama
Promised Land,2022,Elizabeth Allen Rosenbaum,6.7,122,UA 16+,$340.23M,Drama
The Best of Me,2016,"Directors:Akiva Schaffer, Jorma Taccone",6.7,87,R,$9.39M,Comedy
The Immigrant,2021,George Clooney,6.7,106,UA 16+,$340.23M,Drama
Anna Karenina,2014,Gillian Robespierre,6.7,84,R,$3.12M,Comedy
Arbitrage,2015,Noah Baumbach,6.7,84,R,$2.46M,Comedy
Like Crazy,2013,François Ozon,6.7,95,A,$0.05M,Drama
Safe Haven,2014,Olivier Assayas,6.7,124,R,$1.81M,Drama
The Odd Life of Timothy Green,2012,Yash Chopra,6.7,198,UA,$3.05M,Drama
Celeste & Jesse Forever,2016,Tim Burton,6.7,127,U,$87.24M,Adventure
This Is Where I Leave You,2012,Josh Radnor,6.7,97,PG-13,$0.32M,Comedy
The Beaver,2011,Lynn Shelton,6.7,90,R,$1.57M,Comedy
Malcolm & Marie,2011,William Friedkin,6.7,102,A,$1.99M,Drama
Last Vegas,2011,Daniel Nettheim,6.7,102,R,$0.18M,Adventure
Titane,2010,Josh Radnor,6.7,100,R,$0.22M,Comedy
Nick and Norah's Infinite Playlist,2011,Paolo Sorrentino,6.7,118,R,$0.14M,Adventure
My Blueberry Nights,2014,R.J. Cutler,6.7,107,UA,$50.47M,Drama
Chaos Theory,2012,Lorene Scafaria,6.7,101,R,$6.62M,Adventure
Take the Lead,2010,John Wells,6.7,104,R,$4.44M,Drama
Dreamgirls,2008,Jonathan Demme,6.7,113,R,$12.80M,Drama
A Lot Like Love,2009,Anne Fletcher,6.7,108,A,$163.96M,Comedy
The Weather Man,2008,David Koepp,6.7,102,PG-13,$13.21M,Comedy
The Lovely Bones,2007,Robin Swicord,6.7,106,A,$3.57M,Comedy
May,2007,Julie Delpy,6.7,96,B,$4.43M,Comedy
The Rules of Attraction,2010,Edward Zwick,6.7,112,UA,$32.37M,Comedy
My Big Fat Greek Wedding,2006,Andrew Currie,6.7,93,R,$0.30M,Comedy
The Beach,2007,Adam Shankman,6.7,117,U,$118.87M,Comedy
For Love of the Game,2005,Mark Waters,6.7,95,U,$48.32M,Comedy
The Parent Trap,2005,Ol Parker,6.7,90,R,$0.67M,Comedy
A Civil Action,2005,Scott Derrickson,6.7,119,A,$75.07M,Drama
Gummo,2009,Spike Jonze,6.7,101,U,$77.23M,Adventure
Emma,2005,"Directors:Danny Cannon, Michael Winterbottom",6.7,118,PG,$4.28M,Drama
"To Wong Foo Thanks for Everything, Julie Newmar",2003,Nancy Meyers,6.7,128,PG-13,$124.73M,Comedy
French Kiss,2004,Brian Dannelly,6.7,92,PG-13,$8.94M,Comedy
Reality Bites,2003,Audrey Wells,6.7,113,PG-13,$43.61M,Comedy
Heavyweights,2002,Gurinder Chadha,6.7,112,U,$32.54M,Comedy
The Mosquito Coast,2004,Luke Greenfield,6.7,109,A,$14.59M,Comedy
Footloose,2002,Adrian Lyne,6.7,124,A,$52.80M,Drama
Mr. Mom,2001,Sharon Maguire,6.7,97,A,$71.54M,Comedy
The Hunger,2001,Pat O'Connor,6.7,119,A,$25.29M,Drama
Annie,2000,Matt Williams,6.7,120,U,$33.77M,Comedy
Victory,1999,Jamie Babbit,6.7,85,R,$2.21M,Comedy
The Man Who Fell to Earth,2000,Robert Redford,6.7,126,U,$30.70M,Drama
Silent Running,1999,Jay Roach,6.7,119,R,$8.89M,Comedy
Torn Curtain,1998,Nora Ephron,6.7,119,U,$115.82M,Comedy
Da 5 Bloods,1999,Hugh Wilson,6.7,112,UA,$26.49M,Comedy
Last Christmas,2001,Lasse Hallström,6.7,111,U,$11.43M,Drama
His House,1998,Brad Silberling,6.7,114,A,$78.69M,Drama
It Chapter Two,1998,Peter Howitt,6.7,99,B,$11.88M,Comedy
Oxygène,1998,Mike Nichols,6.7,143,R,$38.97M,Comedy
Late Night,1996,Baz Luhrmann,6.7,120,UA,$46.35M,Drama
Dumplin',1996,Jerry Zaks,6.7,98,U,$12.78M,Drama
All the Bright Places,1995,Jon Turteltaub,6.7,103,U,$81.06M,Comedy
The Choice,1995,Alfonso Arau,6.7,102,UA,$50.01M,Drama
Gerald's Game,1995,Lesli Linka Glatter,6.7,100,PG-13,$27.40M,Comedy
Sleeping with Other People,1995,Allan Moyle,6.7,90,UA,$0.30M,Comedy
Magic in the Moonlight,1994,Jeremy Leven,6.7,97,PG-13,$22.15M,Comedy
The Second Best Exotic Marigold Hotel,1993,Mel Gibson,6.7,115,UA,$24.76M,Drama
Mowgli,1992,Cameron Crowe,6.7,99,PG-13,$18.47M,Comedy
Barefoot,1992,Curtis Hanson,6.7,110,A,$88.04M,Drama
Don Jon,1993,Guillermo del Toro,6.7,94,R,$0.62M,Drama
Upstream Color,1991,Mike Nichols,6.7,108,U,$43.00M,Drama
Entourage,1991,Mick Jackson,6.7,95,U,$28.86M,Comedy
The Art of Getting By,1991,Garry Marshall,6.7,118,R,$22.77M,Comedy
Take This Waltz,1990,Richard Benjamin,6.7,110,U,$35.42M,Comedy
"Jeff, Who Lives at Home",1987,Steve Rash,6.7,94,U,$31.62M,Comedy
Byzantium,1986,Howard Deutch,6.7,97,UA,$40.47M,Comedy
Bridget Jones's Baby,1985,Ron Howard,6.7,117,U,$76.11M,Comedy
Last Night,1971,George Lucas,6.7,86,U,$2.44M,Drama
Due Date,2021,David Lowery,6.6,130,UA,$340.23M,Adventure
It's Complicated,2020,Clea DuVall,6.6,102,13,$340.23M,Comedy
Hereafter,2020,Charlie Kaufman,6.6,134,16,$340.23M,Drama
Morning Glory,2019,M. Night Shyamalan,6.6,129,UA,$111.05M,Drama
Dog,2017,Sebastián Lelio,6.6,114,R,$3.48M,Drama
Life as We Know It,2017,Matt Spicer,6.6,98,(Banned),$3.02M,Comedy
Letters to Juliet,2018,Scott Speer,6.6,91,UA,$9.56M,Drama
Antichrist,2021,Paul Weitz,6.6,109,13,$340.23M,Comedy
Youth in Revolt,2016,Woody Allen,6.6,96,PG-13,$11.10M,Comedy
The Sisterhood of the Traveling Pants,2015,Boaz Yakin,6.6,111,PG,$42.65M,Adventure
Casanova,2014,Jason Reitman,6.6,119,R,$0.46M,Comedy
In Her Shoes,2014,Zach Braff,6.6,106,R,$3.59M,Comedy
In Good Company,2015,John Wells,6.6,101,R,$13.65M,Comedy
Mona Lisa Smile,2013,Lars von Trier,6.6,124,B,$0.33M,Drama
Changing Lanes,2013,Jason Bateman,6.6,89,R,$7.76M,Comedy
Varsity Blues,2012,Gus Van Sant,6.6,106,R,$7.60M,Drama
Instinct,2014,Michael Hoffman,6.6,118,A,$26.76M,Drama
One Fine Day,2013,James Gray,6.6,120,R,$2.01M,Drama
The Santa Clause,2012,Joe Wright,6.6,129,18,$12.82M,Drama
Nell,2012,Nicholas Jarecki,6.6,107,A,$7.92M,Drama
The Mighty Ducks,2011,Drake Doremus,6.6,86,PG-13,$3.41M,Drama
Atrangi Re,2013,Lasse Hallström,6.6,115,A,$71.35M,Drama
On the Rocks,2013,Neill Blomkamp,6.6,109,A,$93.05M,Action
Ghost Stories,2012,Peter Hedges,6.6,105,U,$51.85M,Comedy
The Ottoman Lieutenant,2012,Lee Toland Krieger,6.6,92,R,$3.09M,Comedy
The Space Between Us,2014,Shawn Levy,6.6,103,R,$34.29M,Comedy
Cake,2011,Jodie Foster,6.6,91,PG-13,$0.97M,Drama
Il racconto dei racconti - Tale of Tales,2021,Sam Levinson,6.6,106,18,$340.23M,Drama
Love & Friendship,2013,Jon Turteltaub,6.6,105,A,$63.91M,Comedy
Black Sea,2021,Julia Ducournau,6.6,108,A,$340.23M,Drama
The Mountain Between Us,2008,Peter Sollett,6.6,90,PG-13,$31.49M,Comedy
A Bigger Splash,2007,Kar-Wai Wong,6.6,95,PG-13,$0.87M,Drama
Laggies,2007,Marcos Siega,6.6,87,PG-13,$0.24M,Comedy
Thanks for Sharing,2006,Liz Friedlander,6.6,118,PG-13,$34.74M,Drama
Step Up Revolution,2006,Bill Condon,6.6,130,PG-13,$103.37M,Drama
Grudge Match,2005,Nigel Cole,6.6,107,U,$21.84M,Comedy
Our Idiot Brother,2005,Gore Verbinski,6.6,102,R,$12.48M,Comedy
The Woman in Black,2009,Peter Jackson,6.6,135,UA,$43.82M,Drama
Everything Must Go,2002,Lucky McKee,6.6,93,R,$0.15M,Comedy
Monsters,2002,Roger Avary,6.6,110,B,$6.53M,Comedy
Stake Land,2002,Joel Zwick,6.6,95,U,$241.44M,Comedy
Charlie St. Cloud,2000,Danny Boyle,6.6,119,A,$39.79M,Adventure
The Company You Keep,1999,Sam Raimi,6.6,137,U,$35.17M,Drama
The Joneses,1998,Nancy Meyers,6.6,128,U,$66.31M,Adventure
Burlesque,1998,Steven Zaillian,6.6,115,U,$56.70M,Drama
Choke,1997,Harmony Korine,6.6,89,A,$0.02M,Comedy
He's Just Not That Into You,1996,Douglas McGrath,6.6,120,PG,$22.20M,Comedy
The Experiment,1995,Beeban Kidron,6.6,109,U,$36.47M,Comedy
17 Again,1995,Lawrence Kasdan,6.6,111,U,$38.90M,Comedy
The Giver,1994,Ben Stiller,6.6,99,U,$20.98M,Comedy
The Last Kiss,1995,Steven Brill,6.6,100,PG,$17.69M,Comedy
In the Land of Women,1986,Peter Weir,6.6,117,U,$14.30M,Adventure
Click,1984,Herbert Ross,6.6,107,U,$80.04M,Drama
Melinda and Melinda,1983,Stan Dragoti,6.6,91,B,$64.80M,Comedy
Spanglish,1983,Tony Scott,6.6,97,B,$5.98M,Drama
Shortbus,1982,John Huston,6.6,126,U,$57.06M,Comedy
Beyond Borders,1981,John Huston,6.6,116,B,$10.85M,Drama
The Good Girl,1976,Nicolas Roeg,6.6,139,B,$0.10M,Drama
Hard Ball,1972,Douglas Trumbull,6.6,89,U,$0.69M,Drama
Keeping the Faith,1966,Alfred Hitchcock,6.6,128,U,$340.23M,Drama
Along Came a Spider,2020,Spike Lee,6.5,154,18,$340.23M,Adventure
Rules of Engagement,2019,Paul Feig,6.5,103,UA,$35.15M,Comedy
Big Daddy,2020,Remi Weekes,6.5,93,16,$340.23M,Drama
Tin Cup,2019,Andy Muschietti,6.5,169,A,$211.59M,Drama
Phenomenon,2021,Alexandre Aja,6.5,100,13,$340.23M,Drama
The Craft,2019,Nisha Ganatra,6.5,102,16,$15.50M,Comedy
It Could Happen to You,2018,Anne Fletcher,6.5,110,PG-13,$340.23M,Comedy
The Good Son,2020,Brett Haley,6.5,107,18,$340.23M,Drama
Single White Female,2016,Ross Katz,6.5,111,UA,$18.71M,Drama
Lord of the Flies,2017,Mike Flanagan,6.5,103,18,$340.23M,Drama
Always,2015,Leslye Headland,6.5,101,R,$0.81M,Comedy
