Movie_Title,Year,Director,Rating,Runtime(Mins),Censor,Total_Gross,main_genre
The Company Men,2010,John Wells,6.7,104,R,$4.44M,Drama
Rachel Getting Married,2008,Jonathan Demme,6.7,113,R,$12.80M,Drama
The Proposal,2009,Anne Fletcher,6.7,108,A,$163.96M,Comedy
Ghost Town,2008,David Koepp,6.7,102,PG-13,$13.21M,Comedy
The Jane Austen Book Club,2007,Robin Swicord,6.7,106,A,$3.57M,Comedy
2 Days in Paris,2007,Julie Delpy,6.7,96,B,$4.43M,Comedy
Love & Other Drugs,2010,Edward Zwick,6.7,112,UA,$32.37M,Comedy
Fido,2006,Andrew Currie,6.7,93,R,$0.30M,Comedy
Hairspray,2007,Adam Shankman,6.7,117,U,$118.87M,Comedy
Just Like Heaven,2005,Mark Waters,6.7,95,U,$48.32M,Comedy
Imagine Me & You,2005,Ol Parker,6.7,90,R,$0.67M,Comedy
The Exorcism of Emily Rose,2005,Scott Derrickson,6.7,119,A,$75.07M,Drama
Where the Wild Things Are,2009,Spike Jonze,6.7,101,U,$77.23M,Adventure
Goal!,2005,"Directors:Danny Cannon, Michael Winterbottom",6.7,118,PG,$4.28M,Drama
Something's Gotta Give,2003,Nancy Meyers,6.7,128,PG-13,$124.73M,Comedy
Saved!,2004,Brian Dannelly,6.7,92,PG-13,$8.94M,Comedy
Under the Tuscan Sun,2003,Audrey Wells,6.7,113,PG-13,$43.61M,Comedy
Bend It Like Beckham,2002,Gurinder Chadha,6.7,112,U,$32.54M,Comedy
The Girl Next Door,2004,Luke Greenfield,6.7,109,A,$14.59M,Comedy
Unfaithful,2002,Adrian Lyne,6.7,124,A,$52.80M,Drama
Bridget Jones's Diary,2001,Sharon Maguire,6.7,97,A,$71.54M,Comedy
Sweet November,2001,Pat O'Connor,6.7,119,A,$25.29M,Drama
Where the Heart Is,2000,Matt Williams,6.7,120,U,$33.77M,Comedy
But I'm a Cheerleader,1999,Jamie Babbit,6.7,85,R,$2.21M,Comedy
The Legend of Bagger Vance,2000,Robert Redford,6.7,126,U,$30.70M,Drama
"Mystery, Alaska",1999,Jay Roach,6.7,119,R,$8.89M,Comedy
You've Got Mail,1998,Nora Ephron,6.7,119,U,$115.82M,Comedy
Blast from the Past,1999,Hugh Wilson,6.7,112,UA,$26.49M,Comedy
The Shipping News,2001,Lasse Hallström,6.7,111,U,$11.43M,Drama
City of Angels,1998,Brad Silberling,6.7,114,A,$78.69M,Drama
Sliding Doors,1998,Peter Howitt,6.7,99,B,$11.88M,Comedy
Primary Colors,1998,Mike Nichols,6.7,143,R,$38.97M,Comedy
Romeo + Juliet,1996,Baz Luhrmann,6.7,120,UA,$46.35M,Drama
Marvin's Room,1996,Jerry Zaks,6.7,98,U,$12.78M,Drama
While You Were Sleeping,1995,Jon Turteltaub,6.7,103,U,$81.06M,Comedy
A Walk in the Clouds,1995,Alfonso Arau,6.7,102,UA,$50.01M,Drama
Now and Then,1995,Lesli Linka Glatter,6.7,100,PG-13,$27.40M,Comedy
Empire Records,1995,Allan Moyle,6.7,90,UA,$0.30M,Comedy
Don Juan DeMarco,1994,Jeremy Leven,6.7,97,PG-13,$22.15M,Comedy
The Man Without a Face,1993,Mel Gibson,6.7,115,UA,$24.76M,Drama
Singles,1992,Cameron Crowe,6.7,99,PG-13,$18.47M,Comedy
The Hand That Rocks the Cradle,1992,Curtis Hanson,6.7,110,A,$88.04M,Drama
Cronos,1993,Guillermo del Toro,6.7,94,R,$0.62M,Drama
Regarding Henry,1991,Mike Nichols,6.7,108,U,$43.00M,Drama
L.A. Story,1991,Mick Jackson,6.7,95,U,$28.86M,Comedy
Frankie and Johnny,1991,Garry Marshall,6.7,118,R,$22.77M,Comedy
Mermaids,1990,Richard Benjamin,6.7,110,U,$35.42M,Comedy
Can't Buy Me Love,1987,Steve Rash,6.7,94,U,$31.62M,Comedy
Pretty in Pink,1986,Howard Deutch,6.7,97,UA,$40.47M,Comedy
Cocoon,1985,Ron Howard,6.7,117,U,$76.11M,Comedy
THX 1138,1971,George Lucas,6.7,86,U,$2.44M,Drama
The Green Knight,2021,David Lowery,6.6,130,UA,$340.23M,Adventure
Happiest Season,2020,Clea DuVall,6.6,102,13,$340.23M,Comedy
I'm Thinking of Ending Things,2020,Charlie Kaufman,6.6,134,16,$340.23M,Drama
Glass,2019,M. Night Shyamalan,6.6,129,UA,$111.05M,Drama
Disobedience,2017,Sebastián Lelio,6.6,114,R,$3.48M,Drama
Ingrid Goes West,2017,Matt Spicer,6.6,98,(Banned),$3.02M,Comedy
Midnight Sun,2018,Scott Speer,6.6,91,UA,$9.56M,Drama
Fatherhood,2021,Paul Weitz,6.6,109,13,$340.23M,Comedy
Café Society,2016,Woody Allen,6.6,96,PG-13,$11.10M,Comedy
Max,2015,Boaz Yakin,6.6,111,PG,$42.65M,Adventure
"Men, Women & Children",2014,Jason Reitman,6.6,119,R,$0.46M,Comedy
Wish I Was Here,2014,Zach Braff,6.6,106,R,$3.59M,Comedy
Burnt,2015,John Wells,6.6,101,R,$13.65M,Comedy
Nymphomaniac: Vol. II,2013,Lars von Trier,6.6,124,B,$0.33M,Drama
Bad Words,2013,Jason Bateman,6.6,89,R,$7.76M,Comedy
Promised Land,2012,Gus Van Sant,6.6,106,R,$7.60M,Drama
The Best of Me,2014,Michael Hoffman,6.6,118,A,$26.76M,Drama
The Immigrant,2013,James Gray,6.6,120,R,$2.01M,Drama
Anna Karenina,2012,Joe Wright,6.6,129,18,$12.82M,Drama
Arbitrage,2012,Nicholas Jarecki,6.6,107,A,$7.92M,Drama
Like Crazy,2011,Drake Doremus,6.6,86,PG-13,$3.41M,Drama
Safe Haven,2013,Lasse Hallström,6.6,115,A,$71.35M,Drama
Elysium,2013,Neill Blomkamp,6.6,109,A,$93.05M,Action
The Odd Life of Timothy Green,2012,Peter Hedges,6.6,105,U,$51.85M,Comedy
Celeste & Jesse Forever,2012,Lee Toland Krieger,6.6,92,R,$3.09M,Comedy
This Is Where I Leave You,2014,Shawn Levy,6.6,103,R,$34.29M,Comedy
The Beaver,2011,Jodie Foster,6.6,91,PG-13,$0.97M,Drama
Malcolm & Marie,2021,Sam Levinson,6.6,106,18,$340.23M,Drama
Last Vegas,2013,Jon Turteltaub,6.6,105,A,$63.91M,Comedy
Titane,2021,Julia Ducournau,6.6,108,A,$340.23M,Drama
Nick and Norah's Infinite Playlist,2008,Peter Sollett,6.6,90,PG-13,$31.49M,Comedy
My Blueberry Nights,2007,Kar-Wai Wong,6.6,95,PG-13,$0.87M,Drama
Chaos Theory,2007,Marcos Siega,6.6,87,PG-13,$0.24M,Comedy
Take the Lead,2006,Liz Friedlander,6.6,118,PG-13,$34.74M,Drama
Dreamgirls,2006,Bill Condon,6.6,130,PG-13,$103.37M,Drama
A Lot Like Love,2005,Nigel Cole,6.6,107,U,$21.84M,Comedy
The Weather Man,2005,Gore Verbinski,6.6,102,R,$12.48M,Comedy
The Lovely Bones,2009,Peter Jackson,6.6,135,UA,$43.82M,Drama
May,2002,Lucky McKee,6.6,93,R,$0.15M,Comedy
The Rules of Attraction,2002,Roger Avary,6.6,110,B,$6.53M,Comedy
My Big Fat Greek Wedding,2002,Joel Zwick,6.6,95,U,$241.44M,Comedy
The Beach,2000,Danny Boyle,6.6,119,A,$39.79M,Adventure
For Love of the Game,1999,Sam Raimi,6.6,137,U,$35.17M,Drama
The Parent Trap,1998,Nancy Meyers,6.6,128,U,$66.31M,Adventure
A Civil Action,1998,Steven Zaillian,6.6,115,U,$56.70M,Drama
Gummo,1997,Harmony Korine,6.6,89,A,$0.02M,Comedy
Emma,1996,Douglas McGrath,6.6,120,PG,$22.20M,Comedy
"To Wong Foo Thanks for Everything, Julie Newmar",1995,Beeban Kidron,6.6,109,U,$36.47M,Comedy
French Kiss,1995,Lawrence Kasdan,6.6,111,U,$38.90M,Comedy
Reality Bites,1994,Ben Stiller,6.6,99,U,$20.98M,Comedy
Heavyweights,1995,Steven Brill,6.6,100,PG,$17.69M,Comedy
The Mosquito Coast,1986,Peter Weir,6.6,117,U,$14.30M,Adventure
Footloose,1984,Herbert Ross,6.6,107,U,$80.04M,Drama
Mr. Mom,1983,Stan Dragoti,6.6,91,B,$64.80M,Comedy
The Hunger,1983,Tony Scott,6.6,97,B,$5.98M,Drama
Annie,1982,John Huston,6.6,126,U,$57.06M,Comedy
Victory,1981,John Huston,6.6,116,B,$10.85M,Drama
The Man Who Fell to Earth,1976,Nicolas Roeg,6.6,139,B,$0.10M,Drama
Silent Running,1972,Douglas Trumbull,6.6,89,U,$0.69M,Drama
Torn Curtain,1966,Alfred Hitchcock,6.6,128,U,$340.23M,Drama
Da 5 Bloods,2020,Spike Lee,6.5,154,18,$340.23M,Adventure
Last Christmas,2019,Paul Feig,6.5,103,UA,$35.15M,Comedy
His House,2020,Remi Weekes,6.5,93,16,$340.23M,Drama
It Chapter Two,2019,Andy Muschietti,6.5,169,A,$211.59M,Drama
Oxygène,2021,Alexandre Aja,6.5,100,13,$340.23M,Drama
Late Night,2019,Nisha Ganatra,6.5,102,16,$15.50M,Comedy
Dumplin',2018,Anne Fletcher,6.5,110,PG-13,$340.23M,Comedy
All the Bright Places,2020,Brett Haley,6.5,107,18,$340.23M,Drama
The Choice,2016,Ross Katz,6.5,111,UA,$18.71M,Drama
Gerald's Game,2017,Mike Flanagan,6.5,103,18,$340.23M,Drama
Sleeping with Other People,2015,Leslye Headland,6.5,101,R,$0.81M,Comedy
Magic in the Moonlight,2014,Woody Allen,6.5,97,PG-13,$10.51M,Comedy
The Second Best Exotic Marigold Hotel,2015,John Madden,6.5,122,PG,$33.08M,Comedy
Mowgli,2018,Andy Serkis,6.5,104,13,$340.23M,Adventure
Barefoot,2014,Andrew Fleming,6.5,90,PG-13,$0.01M,Comedy
Don Jon,2013,Joseph Gordon-Levitt,6.5,90,13,$24.48M,Comedy
Upstream Color,2013,Shane Carruth,6.5,96,B,$0.44M,Drama
Entourage,2015,Doug Ellin,6.5,104,R,$32.36M,Comedy
The Art of Getting By,2011,Gavin Wiesen,6.5,83,PG-13,$1.43M,Drama
Take This Waltz,2011,Sarah Polley,6.5,116,R,$1.24M,Comedy
"Jeff, Who Lives at Home",2011,"Directors:Jay Duplass, Mark Duplass",6.5,83,R,$4.24M,Comedy
Byzantium,2012,Neil Jordan,6.5,118,R,$0.08M,Drama
Bridget Jones's Baby,2016,Sharon Maguire,6.5,123,A,$24.25M,Comedy
Last Night,2010,Massy Tadjedin,6.5,93,A,$0.10M,Drama
Due Date,2010,Todd Phillips,6.5,95,UA,$100.54M,Comedy
It's Complicated,2009,Nancy Meyers,6.5,121,A,$112.74M,Comedy
Hereafter,2010,Clint Eastwood,6.5,129,UA,$32.75M,Drama
Morning Glory,2010,Roger Michell,6.5,107,PG-13,$31.01M,Comedy
Dog,2022,"Directors:Reid Carolin, Channing Tatum",6.5,101,UA,$340.23M,Comedy
Life as We Know It,2010,Greg Berlanti,6.5,115,UA,$53.37M,Comedy
Letters to Juliet,2010,Gary Winick,6.5,105,U,$53.03M,Adventure
Antichrist,2009,Lars von Trier,6.5,108,A,$0.40M,Drama
Youth in Revolt,2009,Miguel Arteta,6.5,90,R,$15.28M,Comedy
The Sisterhood of the Traveling Pants,2005,Ken Kwapis,6.5,119,U,$39.01M,Comedy
Casanova,2005,Lasse Hallström,6.5,112,R,$11.29M,Adventure
In Her Shoes,2005,Curtis Hanson,6.5,130,UA,$32.88M,Comedy
In Good Company,2004,Paul Weitz,6.5,110,PG-13,$45.81M,Comedy
Mona Lisa Smile,2003,Mike Newell,6.5,117,UA,$63.86M,Drama
Changing Lanes,2002,Roger Michell,6.5,98,R,$66.82M,Drama
Varsity Blues,1999,Brian Robbins,6.5,106,R,$52.89M,Comedy
Instinct,1999,Jon Turteltaub,6.5,126,R,$34.10M,Drama
One Fine Day,1996,Michael Hoffman,6.5,108,U,$46.15M,Comedy
The Santa Clause,1994,John Pasquin,6.5,97,U,$144.83M,Comedy
Nell,1994,Michael Apted,6.5,112,PG-13,$33.68M,Drama
Miracle on 34th Street,1994,Les Mayfield,6.5,114,U,$17.19M,Drama
The Mighty Ducks,1992,Stephen Herek,6.5,104,PG,$50.75M,Comedy
Flatliners,1990,Joel Schumacher,6.5,115,A,$61.49M,Drama
Atrangi Re,2021,Aanand L. Rai,6.4,138,UA 13+,$340.23M,Comedy
On the Rocks,2020,Sofia Coppola,6.4,96,A,$340.23M,Comedy
Ghost Stories,2017,"Directors:Jeremy Dyson, Andy Nyman",6.4,98,UA,$0.14M,Drama
The Ottoman Lieutenant,2017,Joseph Ruben,6.4,106,R,$340.23M,Drama
The Space Between Us,2017,Peter Chelsom,6.4,120,13,$7.89M,Drama
Cake,2014,Daniel Barnz,6.4,102,R,$1.87M,Drama
Il racconto dei racconti - Tale of Tales,2015,Matteo Garrone,6.4,134,R,$0.08M,Drama
Love & Friendship,2016,Whit Stillman,6.4,90,PG,$14.01M,Comedy
Black Sea,2014,Kevin Macdonald,6.4,114,R,$1.17M,Adventure
The Mountain Between Us,2017,Hany Abu-Assad,6.4,112,UA,$30.35M,Drama
A Bigger Splash,2015,Luca Guadagnino,6.4,125,R,$1.98M,Drama
Laggies,2014,Lynn Shelton,6.4,99,R,$0.44M,Comedy
Thanks for Sharing,2012,Stuart Blumberg,6.4,112,R,$1.06M,Comedy
Step Up Revolution,2012,Scott Speer,6.4,99,UA,$35.07M,Drama
Grudge Match,2013,Peter Segal,6.4,113,A,$29.81M,Comedy
Our Idiot Brother,2011,Jesse Peretz,6.4,90,R,$24.81M,Comedy
The Woman in Black,2012,James Watkins,6.4,95,UA,$54.33M,Drama
Everything Must Go,2010,Dan Rush,6.4,97,R,$2.71M,Drama
Monsters,2010,Gareth Edwards,6.4,94,R,$0.24M,Adventure
Stake Land,2010,Jim Mickle,6.4,98,R,$0.02M,Drama
Charlie St. Cloud,2010,Burr Steers,6.4,100,PG-13,$31.16M,Drama
The Company You Keep,2012,Robert Redford,6.4,125,R,$5.13M,Drama
The Joneses,2009,Derrick Borte,6.4,96,R,$1.47M,Comedy
Burlesque,2010,Steve Antin,6.4,119,UA,$39.44M,Drama
Choke,2008,Clark Gregg,6.4,92,R,$2.93M,Comedy
He's Just Not That Into You,2009,Ken Kwapis,6.4,129,13,$93.95M,Comedy
The Experiment,2010,Paul T. Scheuring,6.4,96,R,$340.23M,Drama
17 Again,2009,Burr Steers,6.4,102,UA,$64.17M,Comedy
Snitch,2013,Ric Roman Waugh,6.4,112,UA,$42.93M,Action
The Giver,2014,Phillip Noyce,6.4,97,PG-13,$45.09M,Drama
The Last Kiss,2006,Tony Goldwyn,6.4,115,R,$11.60M,Comedy
In the Land of Women,2007,Jonathan Kasdan,6.4,97,PG-13,$11.04M,Comedy
Click,2006,Frank Coraci,6.4,107,A,$137.36M,Comedy
Melinda and Melinda,2004,Woody Allen,6.4,99,PG-13,$3.83M,Comedy
Spanglish,2004,James L. Brooks,6.4,131,PG-13,$42.04M,Comedy
Shortbus,2006,John Cameron Mitchell,6.4,101,B,$1.99M,Comedy
Beyond Borders,2003,Martin Campbell,6.4,127,UA,$4.43M,Adventure
The Good Girl,2002,Miguel Arteta,6.4,93,A,$14.02M,Drama
Hard Ball,2001,Brian Robbins,6.4,106,PG-13,$40.22M,Comedy
Keeping the Faith,2000,Edward Norton,6.4,128,U,$37.05M,Comedy
Along Came a Spider,2001,Lee Tamahori,6.4,104,A,$74.08M,Drama
Rules of Engagement,2000,William Friedkin,6.4,128,U,$61.34M,Drama
Big Daddy,1999,Dennis Dugan,6.4,93,U,$163.48M,Comedy
Tin Cup,1996,Ron Shelton,6.4,135,UA,$53.85M,Comedy
Phenomenon,1996,Jon Turteltaub,6.4,123,U,$104.64M,Drama
Crash,1996,David Cronenberg,6.4,100,B,$2.04M,Drama
The Craft,1996,Andrew Fleming,6.4,101,A,$24.88M,Drama
It Could Happen to You,1994,Andrew Bergman,6.4,101,U,$37.80M,Comedy
The Good Son,1993,Joseph Ruben,6.4,87,A,$44.59M,Drama
Single White Female,1992,Barbet Schroeder,6.4,107,R,$47.92M,Drama
Lord of the Flies,1990,Harry Hook,6.4,90,U,$13.99M,Adventure
Always,1989,Steven Spielberg,6.4,122,U,$43.86M,Drama
Peggy Sue Got Married,1986,Francis Ford Coppola,6.4,103,U,$41.38M,Comedy
The Great Gatsby,1974,Jack Clayton,6.4,144,U,$6.74M,Drama
Dýrið,2021,Valdimar Jóhannsson,6.3,106,R,$340.23M,Drama
Prospect,2018,"Directors:Christopher Caldwell, Zeek Earl",6.3,100,R,$340.23M,Adventure
The Beguiled,2017,Sofia Coppola,6.3,93,R,$10.58M,Drama
"Everything, Everything",2017,Stella Meghie,6.3,96,UA,$34.00M,Drama
Cargo,2017,"Directors:Ben Howling, Yolanda Ramke",6.3,105,B,$340.23M,Drama
Delivery Man,2013,Ken Scott,6.3,105,UA,$30.66M,Comedy
Third Person,2013,Paul Haggis,6.3,137,R,$1.02M,Drama
Hours,2013,Eric Heisserer,6.3,97,UA,$340.23M,Drama
Young Adult,2011,Jason Reitman,6.3,94,PG,$16.31M,Comedy
Hope Springs,2012,David Frankel,6.3,100,UA,$63.54M,Comedy
Somewhere,2010,Sofia Coppola,6.3,97,R,$1.77M,Comedy
Upside Down,2012,Juan Solanas,6.3,109,PG-13,$0.10M,Drama
Cyrus,2010,"Directors:Jay Duplass, Mark Duplass",6.3,91,R,$7.46M,Comedy
Funny People,2009,Judd Apatow,6.3,146,R,$51.86M,Comedy
You Will Meet a Tall Dark Stranger,2010,Woody Allen,6.3,98,R,$3.25M,Comedy
To All the Boys: Always and Forever,2021,Michael Fimognari,6.3,109,13,$340.23M,Comedy
"Angus, Thongs and Perfect Snogging",2008,Gurinder Chadha,6.3,100,U,$340.23M,Comedy
Take Me Home Tonight,2011,Michael Dowse,6.3,114,R,$6.92M,Comedy
No Reservations,2007,Scott Hicks,6.3,104,PG,$43.11M,Comedy
A Long Way Down,2014,Pascal Chaumeil,6.3,96,R,$0.01M,Comedy
Stick It,2006,Jessica Bendinger,6.3,103,PG-13,$26.87M,Comedy
Tideland,2005,Terry Gilliam,6.3,120,R,$0.07M,Drama
Elizabethtown,2005,Cameron Crowe,6.3,123,PG-13,$26.84M,Comedy
The Family Stone,2005,Thomas Bezucha,6.3,103,U,$60.06M,Comedy
Barbershop,2002,Tim Story,6.3,102,PG-13,$75.78M,Comedy
Hart's War,2002,Gregory Hoblit,6.3,125,UA,$19.08M,Drama
Rock Star,2001,Stephen Herek,6.3,105,UA,$17.01M,Drama
Celebrity,1998,Woody Allen,6.3,113,R,$5.03M,Comedy
My Best Friend's Wedding,1997,P.J. Hogan,6.3,105,UA,$127.12M,Comedy
Sabrina,1995,Sydney Pollack,6.3,127,PG,$53.67M,Comedy
Frankenstein,1994,Kenneth Branagh,6.3,123,A,$22.01M,Drama
Forever Young,1992,Steve Miner,6.3,102,U,$55.96M,Drama
Doc Hollywood,1991,Michael Caton-Jones,6.3,104,B,$54.83M,Comedy
Mystic Pizza,1988,Donald Petrie,6.3,104,B,$12.79M,Comedy
St. Elmo's Fire,1985,Joel Schumacher,6.3,110,U,$37.80M,Drama
The Perfection,2018,Richard Shepard,6.2,90,B,$340.23M,Drama
Wonder Wheel,2017,Woody Allen,6.2,101,PG-13,$1.40M,Drama
The Discovery,2017,Charlie McDowell,6.2,102,B,$340.23M,Drama
Colossal,2016,Nacho Vigalondo,6.2,109,R,$3.02M,Comedy
Krampus,2015,Michael Dougherty,6.2,98,PG-13,$42.59M,Comedy
Girls Trip,2017,Malcolm D. Lee,6.2,122,R,$115.17M,Adventure
Before I Wake,2016,Mike Flanagan,6.2,97,16,$340.23M,Drama
Trainwreck,2015,Judd Apatow,6.2,125,R,$110.21M,Comedy
The Shack,2017,Stuart Hazeldine,6.2,132,PG-13,$57.39M,Drama
Blockers,2018,Kay Cannon,6.2,102,B,$60.31M,Comedy
Palo Alto,2013,Gia Coppola,6.2,100,R,$0.75M,Drama
Endless Love,2014,Shana Feste,6.2,104,13,$23.39M,Drama
Maps to the Stars,2014,David Cronenberg,6.2,111,R,$0.35M,Comedy
Adoration,2013,Anne Fontaine,6.2,112,R,$0.32M,Drama
American Mary,2012,"Directors:Jen Soska, Sylvia Soska",6.2,103,R,$340.23M,Drama
This Is 40,2012,Judd Apatow,6.2,134,A,$67.54M,Comedy
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,Miguel Arteta,6.2,81,PG,$66.95M,Comedy
A Little Bit of Heaven,2011,Nicole Kassell,6.2,107,PG-13,$0.01M,Comedy
Jug Jugg Jeeyo,2022,Raj Mehta,6.2,148,UA,$340.23M,Comedy
Frozen,2010,Adam Green,6.2,93,R,$0.24M,Adventure
Diary of a Wimpy Kid,2010,Thor Freudenthal,6.2,94,PG,$64.00M,Comedy
The Five-Year Engagement,2012,Nicholas Stoller,6.2,124,UA,$28.84M,Comedy
Don't Worry Darling,2022,Olivia Wilde,6.2,123,A,$340.23M,Drama
Wall Street: Money Never Sleeps,2010,Oliver Stone,6.2,133,PG-13,$52.47M,Drama
Step Up 2: The Streets,2008,Jon M. Chu,6.2,98,U,$58.02M,Drama
The Sisterhood of the Traveling Pants 2,2008,Sanaa Hamri,6.2,119,UA,$44.09M,Comedy
Sydney White,2007,Joe Nussbaum,6.2,108,U,$11.89M,Comedy
"New York, I Love You",2008,"Directors:Fatih Akin, Yvan Attal, Randall Balsmeyer, Allen Hughes, Shunji Iwai, Wen Jiang, Shekhar Kapur, Joshua Marston, Mira Nair, Natalie Portman, Brett Ratner",6.2,103,R,$1.59M,Comedy
The Nanny Diaries,2007,"Directors:Shari Springer Berman, Robert Pulcini",6.2,106,PG-13,$25.93M,Comedy
Man of the Year,2006,Barry Levinson,6.2,115,PG-13,$37.44M,Comedy
Prime,2005,Ben Younger,6.2,105,PG-13,$22.83M,Comedy
Alfie,2004,Charles Shyer,6.2,103,R,$13.40M,Comedy
Shall We Dance?,2004,Peter Chelsom,6.2,106,PG-13,$57.89M,Comedy
Fever Pitch,2005,"Directors:Bobby Farrelly, Peter Farrelly",6.2,104,U,$42.07M,Comedy
The Human Stain,2003,Robert Benton,6.2,106,R,$5.38M,Drama
Jersey Girl,2004,Kevin Smith,6.2,102,UA,$25.27M,Comedy
Orange County,2002,Jake Kasdan,6.2,82,PG-13,$41.03M,Comedy
Save the Last Dance,2001,Thomas Carter,6.2,112,U,$91.06M,Drama
Message in a Bottle,1999,Luis Mandoki,6.2,126,UA,$52.88M,Drama
Practical Magic,1998,Griffin Dunne,6.2,104,A,$46.68M,Comedy
Fear,1996,James Foley,6.2,97,B,$20.75M,Drama
Wolf,1994,Mike Nichols,6.2,125,A,$65.01M,Drama
Sleeping with the Enemy,1991,Joseph Ruben,6.2,99,A,$101.60M,Drama
Flashdance,1983,Adrian Lyne,6.2,95,UA,$94.90M,Drama
Book Club,2018,Bill Holderman,6.1,104,A,$68.57M,Comedy
I Kill Giants,2017,Anders Walter,6.1,106,16,$340.23M,Drama
We Are Your Friends,2015,Max Joseph,6.1,96,R,$3.59M,Drama
A Hologram for the King,2016,Tom Tykwer,6.1,98,R,$4.20M,Comedy
Drinking Buddies,2013,Joe Swanberg,6.1,90,R,$0.34M,Comedy
Dear White People,2014,Justin Simien,6.1,108,R,$4.40M,Comedy
Magic Mike,2012,Steven Soderbergh,6.1,110,R,$113.72M,Comedy
She's Funny That Way,2014,Peter Bogdanovich,6.1,93,R,$0.09M,Comedy
Friends with Kids,2011,Jennifer Westfeldt,6.1,107,R,$7.25M,Comedy
10 Years,2011,Jamie Linden,6.1,110,PG-13,$0.20M,Comedy
Larry Crowne,2011,Tom Hanks,6.1,98,UA,$35.61M,Comedy
Beautiful Creatures,2013,Richard LaGravenese,6.1,124,16,$19.45M,Drama
Men,2022,Alex Garland,6.1,100,A,$340.23M,Drama
Coriolanus,2011,Ralph Fiennes,6.1,123,UA,$0.76M,Drama
Greenberg,2010,Noah Baumbach,6.1,107,R,$4.22M,Comedy
Step Up 3D,2010,Jon M. Chu,6.1,107,UA,$42.40M,Drama
Wild Child,2008,Nick Moore,6.1,98,U,$0.02M,Comedy
The Switch,2010,"Directors:Josh Gordon, Will Speck",6.1,101,UA,$27.76M,Comedy
Bug,2006,William Friedkin,6.1,102,R,$7.01M,Drama
The Rum Diary,2011,Bruce Robinson,6.1,119,A,$13.10M,Comedy
The Final Cut,2004,Omar Naim,6.1,95,PG-13,$0.55M,Drama
Uptown Girls,2003,Boaz Yakin,6.1,92,PG-13,$36.92M,Comedy
S1m0ne,2002,Andrew Niccol,6.1,117,U,$9.68M,Comedy
The Tailor of Panama,2001,John Boorman,6.1,109,R,$13.73M,Comedy
28 Days,2000,Betty Thomas,6.1,103,U,$37.17M,Comedy
Edtv,1999,Ron Howard,6.1,122,A,$22.36M,Comedy
Fools Rush In,1997,Andy Tennant,6.1,109,PG-13,$29.29M,Comedy
The Cable Guy,1996,Ben Stiller,6.1,96,UA,$60.24M,Comedy
Disclosure,1994,Barry Levinson,6.1,128,A,$83.02M,Drama
D2: The Mighty Ducks,1994,Sam Weisman,6.1,106,PG,$45.61M,Comedy
3 Men and a Baby,1987,Leonard Nimoy,6.1,102,U,$167.78M,Comedy
To All the Boys: P.S. I Still Love You,2020,Michael Fimognari,6,101,13,$340.23M,Comedy
The Princess Switch,2018,Mike Rohl,6,101,7,$340.23M,Comedy
Destination Wedding,2018,Victor Levin,6,87,UA,$340.23M,Comedy
War Machine,2017,David Michôd,6,122,B,$340.23M,Comedy
Love,2015,Gaspar Noé,6,135,A,$340.23M,Drama
Equals,2015,Drake Doremus,6,101,PG-13,$0.03M,Drama
The Machine,2013,Caradog W. James,6,91,R,$340.23M,Action
Z for Zachariah,2015,Craig Zobel,6,98,PG-13,$0.12M,Drama
The Last Song,2010,Julie Anne Robinson,6,108,U,$62.95M,Drama
How to Be Single,2016,Christian Ditter,6,110,A,$46.84M,Comedy
Jayeshbhai Jordaar,2022,Divyang Thakkar,6,121,UA,$340.23M,Comedy
Nights in Rodanthe,2008,George C. Wolfe,6,97,UA,$41.85M,Drama
Nim's Island,2008,"Directors:Jennifer Flackett, Mark Levin",6,96,PG,$48.01M,Adventure
Ice Princess,2005,Tim Fywell,6,98,U,$24.38M,Comedy
Leatherheads,2008,George Clooney,6,114,PG-13,$31.20M,Comedy
Raising Helen,2004,Garry Marshall,6,119,PG-13,$37.49M,Comedy
On the Road,2012,Walter Salles,6,124,R,$0.72M,Adventure
Bridget Jones: The Edge of Reason,2004,Beeban Kidron,6,108,UA,$40.23M,Comedy
Shallow Hal,2001,"Directors:Bobby Farrelly, Peter Farrelly",6,114,UA,$70.84M,Comedy
Never Been Kissed,1999,Raja Gosnell,6,107,UA,$55.47M,Comedy
Pushing Tin,1999,Mike Newell,6,124,A,$8.41M,Comedy
Hope Floats,1998,Forest Whitaker,6,114,UA,$60.05M,Drama
The Indian in the Cupboard,1995,Frank Oz,6,96,U,$35.62M,Drama
Indecent Proposal,1993,Adrian Lyne,6,117,A,$106.61M,Drama
Free Willy,1993,Simon Wincer,6,112,PG,$77.70M,Adventure
Step Up All In,2014,Trish Sie,5.9,112,UA,$14.90M,Drama
Into the Woods,2014,Rob Marshall,5.9,125,PG,$128.00M,Adventure
Victor Frankenstein,2015,Paul McGuigan,5.9,110,PG-13,$5.78M,Drama
Rock of Ages,2012,Adam Shankman,5.9,123,A,$38.52M,Comedy
Gehraiyaan,2022,Shakun Batra,5.9,148,A,$340.23M,Drama
The Prom,2020,Ryan Murphy,5.9,130,13,$340.23M,Comedy
Georgia Rule,2007,Garry Marshall,5.9,113,R,$18.88M,Comedy
Catch and Release,2006,Susannah Grant,5.9,124,PG-13,$15.27M,Comedy
